line_type;mkp_name;mkp_order_no;order_date;ordoro_id;sku;item_sale_price;item_tax;shipping_sale;total_per_sku;title;supplier_name;order_status;item_cost;cancelled_value;transport_cost_est;first_pick_date;last_delivery_date;courier;mage_mkp_commission;mkp_estimated_commission;mkp_actual_commission;order_grand_total;ordoro_import_date;tool_import_date;max_shipping_date;max_delivery_date;cd_status;is_clogistique_order;line_status;transport_cost_actual;order_place_time;order_prep_time;order_delivery_time;order_total_time;gm_estimated
ORDER LINE;conforama;4894334301-A;19.09.2020 09:31;1-300055921;MOB-N4P-WengeBlackGloss-1;169,95;0;19,95;189,9;;MOB;shipped;61,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;28,89;0;189,9;19.09.2020 15:18;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;67,72
ORDER LINE;conforama;4894334301-A;19.09.2020 09:31;1-300055921;MOB-N4P-WengeBlackGloss-1;169,95;0;19,95;189,9;;MOB;shipped;61,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;28,89;0;189,9;19.09.2020 15:18;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;67,72
ORDER LINE;conforama;4894398901-A;19.09.2020 09:31;1-300055922;MOB-N-5-Wenge;57,95;0;9,95;67,9;;MOB;shipped;19,33;0;0;29.09.2020 16:01;2.10.2020 14:25;UPS;0;9,85;0;67,9;19.09.2020 15:18;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;7;2;11;27,4
ORDER LINE;conforama;4894398901-A;19.09.2020 09:31;1-300055922;MOB-N-5-Wenge;57,95;0;9,95;67,9;;MOB;shipped;19,33;0;0;29.09.2020 16:01;2.10.2020 14:25;UPS;0;9,85;0;67,9;19.09.2020 15:18;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;7;2;11;27,4
ORDER LINE;CDiscount;2009191248FHFPR;19.09.2020 10:48;1-300055926;MOB-R-140-S4-WengeMixSonoma;186,95;0;19,95;206,9;;MOB;shipped;58,33;0;31,9;28.09.2020 15:39;0000-00-00 00:00:00;DPD;0;0;26,39;351,8;19.09.2020 15:19;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;2;6;4;12;55,8
ORDER LINE;CDiscount;2009191248FHFPR;19.09.2020 10:48;1-300055926;MOB-R-140-S4-WengeMixSonoma;186,95;0;19,95;206,9;;MOB;shipped;58,33;0;31,9;28.09.2020 15:39;0000-00-00 00:00:00;DPD;0;0;26,39;351,8;19.09.2020 15:19;19.09.2020 15:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;2;6;4;12;55,8
ORDER LINE;conforama;4894568401-A;19.09.2020 11:15;1-300055939;MOB-S-62D-Sonoma;159,95;0;12,48;172,43;;MOB;shipped;55,11;0;31,9;28.09.2020 15:30;2.10.2020 11:52;DPD;0;27,19;0;346,85;19.09.2020 16:23;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;6;3;11;29,49
ORDER LINE;conforama;4894568401-A;19.09.2020 11:15;1-300055939;MOB-S-62D-Sonoma;159,95;0;12,48;172,43;;MOB;shipped;55,11;0;31,9;28.09.2020 15:30;2.10.2020 11:52;DPD;0;27,19;0;346,85;19.09.2020 16:23;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;6;3;11;29,49
ORDER LINE;conforama;4894568401-A;19.09.2020 11:15;1-300055939;MOB-R-140-S3-Sonoma;161,95;0;12,48;174,43;;MOB;shipped;58,78;0;16;29.09.2020 14:00;2.10.2020 11:08;UPS;0;27,53;0;346,85;19.09.2020 16:23;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;7;2;11;43,05
ORDER LINE;conforama;4894568401-A;19.09.2020 11:15;1-300055939;MOB-R-140-S3-Sonoma;161,95;0;12,48;174,43;;MOB;shipped;58,78;0;16;29.09.2020 14:00;2.10.2020 11:08;UPS;0;27,53;0;346,85;19.09.2020 16:23;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;2;7;2;11;43,05
ORDER LINE;conforama;4894624901-A;19.09.2020 11:45;1-300055943;MOB-R-140-S3-WhiteMixBlack-Gloss-2;193,95;0;9,98;203,93;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;32,97;0;297,85;19.09.2020 16:24;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;63,35
ORDER LINE;conforama;4894624901-A;19.09.2020 11:45;1-300055943;MOB-R-140-S3-WhiteMixBlack-Gloss-2;193,95;0;9,98;203,93;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;32,97;0;297,85;19.09.2020 16:24;19.09.2020 16:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;63,35
ORDER LINE;CDiscount;2009191546FA1CB;19.09.2020 13:46;1-300055954;MOB-R-140-S3-SonomaMixStrings-Black-2;213,95;0;19,95;233,9;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;35,08;233,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;86,22
ORDER LINE;CDiscount;2009191546FA1CB;19.09.2020 13:46;1-300055954;MOB-R-140-S3-SonomaMixStrings-Black-2;213,95;0;19,95;233,9;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;35,08;233,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;86,22
ORDER LINE;conforama;4894658501-A;19.09.2020 12:31;1-300055955;MOB-S-1-WengeMixWhite-Strings-Black-1;145,95;0;19,95;165,9;;MOB;shipped;48,68;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;24,81;0;165,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;64,76
ORDER LINE;conforama;4894658501-A;19.09.2020 12:31;1-300055955;MOB-S-1-WengeMixWhite-Strings-Black-1;145,95;0;19,95;165,9;;MOB;shipped;48,68;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;24,81;0;165,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;64,76
ORDER LINE;conforama;4894752701-A;19.09.2020 12:47;1-300055958;MOB-RTV-120-WhiteStrings-Black1;79,95;0;9,95;89,9;;MOB;shipped;29,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;13,59;0;89,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;31,69
ORDER LINE;conforama;4894752701-A;19.09.2020 12:47;1-300055958;MOB-RTV-120-WhiteStrings-Black1;79,95;0;9,95;89,9;;MOB;shipped;29,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;13,59;0;89,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;14;0;0;14;31,69
ORDER LINE;conforama;4894769001-A;19.09.2020 13:00;1-300055959;MOB-RTV-120-WhiteStrings-Black1;79,95;0;9,95;89,9;;MOB;shipped;29,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;13,59;0;89,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,69
ORDER LINE;conforama;4894769001-A;19.09.2020 13:00;1-300055959;MOB-RTV-120-WhiteStrings-Black1;79,95;0;9,95;89,9;;MOB;shipped;29,64;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;13,59;0;89,9;19.09.2020 17:29;19.09.2020 17:30;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,69
ORDER LINE;Monechelle;M200923604237;19.09.2020 15:49;1-300055964;MOB-R-120-SonomaMixWhite;143,95;0;0;143,95;;MOB;shipped;40,63;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;21,59;0;143,95;19.09.2020 18:36;19.09.2020 18:45;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;57,74
ORDER LINE;Monechelle;M200923604237;19.09.2020 15:49;1-300055964;MOB-R-120-SonomaMixWhite;143,95;0;0;143,95;;MOB;shipped;40,63;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;21,59;0;143,95;19.09.2020 18:36;19.09.2020 18:45;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;57,74
ORDER LINE;conforama;4894832901-A;19.09.2020 13:31;1-300055966;MOB-R-120-WhiteZebrano-2;175,95;0;19,95;195,9;;MOB;shipped;64,79;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;29,91;0;195,9;19.09.2020 18:36;19.09.2020 18:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;68,55
ORDER LINE;conforama;4894832901-A;19.09.2020 13:31;1-300055966;MOB-R-120-WhiteZebrano-2;175,95;0;19,95;195,9;;MOB;shipped;64,79;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;29,91;0;195,9;19.09.2020 18:36;19.09.2020 18:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;68,55
ORDER LINE;conforama;4895009401-A;19.09.2020 15:01;1-300055977;MOB-N-3-SonomaWhiteGloss-2-R;94,95;0;9,95;104,9;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;104,9;19.09.2020 19:43;19.09.2020 19:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,81
ORDER LINE;conforama;4895009401-A;19.09.2020 15:01;1-300055977;MOB-N-3-SonomaWhiteGloss-2-R;94,95;0;9,95;104,9;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;104,9;19.09.2020 19:43;19.09.2020 19:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,81
ORDER LINE;conforama;4895083001-A;19.09.2020 15:46;1-300055985;MOB-N-3-WengeBlack-Gloss-2-R;94,95;0;9,95;104,9;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;104,9;19.09.2020 20:56;19.09.2020 21:00;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,81
ORDER LINE;conforama;4895083001-A;19.09.2020 15:46;1-300055985;MOB-N-3-WengeBlack-Gloss-2-R;94,95;0;9,95;104,9;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;104,9;19.09.2020 20:56;19.09.2020 21:00;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;31,81
ORDER LINE;Monechelle;M200923610153;19.09.2020 21:03;1-300056002;MOB-N-3-WengeMixWhite-R;0;0;0;0;;MOB;awaiting_fulfillment;28,03;0;15,95;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;0;89,95;19.09.2020 23:09;19.09.2020 23:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting Protocol;0;13;0;0;13;-43,98
ORDER LINE;Monechelle;M200923610153;19.09.2020 21:03;1-300056002;MOB-N-3-WengeMixWhite-R;0;0;0;0;;MOB;awaiting_fulfillment;28,03;0;15,95;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;0;89,95;19.09.2020 23:09;19.09.2020 23:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting Protocol;0;13;0;0;13;-43,98
ORDER LINE;CDiscount;2009192249ELDZL;19.09.2020 20:49;1-300056007;MOB-L-30-Sonoma;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;29.09.2020 22:48;3.10.2020 09:21;DPD;0;0;11,98;79,9;20.09.2020 00:16;20.09.2020 00:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;8;3;12;29,54
ORDER LINE;CDiscount;2009192249ELDZL;19.09.2020 20:49;1-300056007;MOB-L-30-Sonoma;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;29.09.2020 22:48;3.10.2020 09:21;DPD;0;0;11,98;79,9;20.09.2020 00:16;20.09.2020 00:30;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;8;3;12;29,54
ORDER LINE;Monechelle;M200923610628;19.09.2020 21:55;1-300056008;MOB-R-120-Wenge-Black-Gloss-1;176,95;0;0;176,95;;MOB;shipped;55,94;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;26,54;0;176,95;20.09.2020 00:16;20.09.2020 00:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;64,98
ORDER LINE;Monechelle;M200923610628;19.09.2020 21:55;1-300056008;MOB-R-120-Wenge-Black-Gloss-1;176,95;0;0;176,95;;MOB;shipped;55,94;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;26,54;0;176,95;20.09.2020 00:16;20.09.2020 00:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;64,98
ORDER LINE;Monechelle;M200923610970;19.09.2020 22:51;1-300056010;MOB-L-30-Sonoma;79,95;0;0;79,95;;MOB;shipped;25,06;0;0;29.09.2020 15:27;0000-00-00 00:00:00;DPD;0;11,99;0;79,95;20.09.2020 01:22;20.09.2020 01:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;1;7;3;11;29,58
ORDER LINE;Monechelle;M200923610970;19.09.2020 22:51;1-300056010;MOB-L-30-Sonoma;79,95;0;0;79,95;;MOB;shipped;25,06;0;0;29.09.2020 15:27;0000-00-00 00:00:00;DPD;0;11,99;0;79,95;20.09.2020 01:22;20.09.2020 01:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;1;7;3;11;29,58
ORDER LINE;CDiscount;2009200754ECI3G;20.09.2020 05:54;1-300056014;MOB-N-3-WengeMixSonoma-R;79,95;0;9,95;89,9;;MOB;shipped;28,03;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;2,04;0;15,52;91,94;20.09.2020 09:11;20.09.2020 09:15;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;29,67
ORDER LINE;CDiscount;2009200754ECI3G;20.09.2020 05:54;1-300056014;MOB-N-3-WengeMixSonoma-R;79,95;0;9,95;89,9;;MOB;shipped;28,03;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;2,04;0;15,52;91,94;20.09.2020 09:11;20.09.2020 09:15;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;29,67
ORDER LINE;CDiscount;2009201050E3QAE;20.09.2020 08:50;1-300056030;MOB-R-140-SonomaMixWhite-Black-Gloss-1;187,95;0;19,95;207,9;;MOB;shipped;59,14;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;4,98;0;36,16;212,88;20.09.2020 12:34;20.09.2020 12:45;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;73,8
ORDER LINE;CDiscount;2009201050E3QAE;20.09.2020 08:50;1-300056030;MOB-R-140-SonomaMixWhite-Black-Gloss-1;187,95;0;19,95;207,9;;MOB;shipped;59,14;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;4,98;0;36,16;212,88;20.09.2020 12:34;20.09.2020 12:45;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;13;0;0;13;73,8
ORDER LINE;conforama;4895821801-A;20.09.2020 09:00;1-300056046;MOB-N-5-White;57,95;0;9,95;67,9;;MOB;shipped;19,33;0;0;29.09.2020 14:05;0000-00-00 00:00:00;UPS;0;9,85;0;67,9;20.09.2020 13:42;20.09.2020 13:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;1;7;3;11;27,4
ORDER LINE;conforama;4895821801-A;20.09.2020 09:00;1-300056046;MOB-N-5-White;57,95;0;9,95;67,9;;MOB;shipped;19,33;0;0;29.09.2020 14:05;0000-00-00 00:00:00;UPS;0;9,85;0;67,9;20.09.2020 13:42;20.09.2020 13:45;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;1;7;3;11;27,4
ORDER LINE;conforama;4895790401-A;20.09.2020 09:46;1-300056051;MOB-R-140-S3-SonomaMixStrings-Black-2;193,95;0;19,95;213,9;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;32,97;0;213,9;20.09.2020 14:51;20.09.2020 15:00;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;71,66
ORDER LINE;conforama;4895790401-A;20.09.2020 09:46;1-300056051;MOB-R-140-S3-SonomaMixStrings-Black-2;193,95;0;19,95;213,9;;MOB;shipped;73,62;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;32,97;0;213,9;20.09.2020 14:51;20.09.2020 15:00;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;71,66
ORDER LINE;conforama;4896153201-A;20.09.2020 12:16;1-300056073;MOB-R3-Sonoma-Strings-Black-1;89,95;0;4,98;94,93;;MOB;shipped;32,84;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;15,29;0;194,85;20.09.2020 17:05;20.09.2020 17:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;30,98
ORDER LINE;conforama;4896153201-A;20.09.2020 12:16;1-300056073;MOB-R3-Sonoma-Strings-Black-1;89,95;0;4,98;94,93;;MOB;shipped;32,84;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;15,29;0;194,85;20.09.2020 17:05;20.09.2020 17:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;30,98
ORDER LINE;conforama;4896153201-A;20.09.2020 12:16;1-300056073;MOB-N-3-SonomaStrings-Black-2-R;94,95;0;4,98;99,93;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;194,85;20.09.2020 17:05;20.09.2020 17:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;27,67
ORDER LINE;conforama;4896153201-A;20.09.2020 12:16;1-300056073;MOB-N-3-SonomaStrings-Black-2-R;94,95;0;4,98;99,93;;MOB;shipped;39,47;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;16,14;0;194,85;20.09.2020 17:05;20.09.2020 17:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;13;0;0;13;27,67
ORDER LINE;Monechelle;M200923624121;20.09.2020 15:10;1-300056079;MOB-RTV-120-SonomaMixWhite;79,95;0;0;79,95;;MOB;shipped;24,99;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;11,99;0;261,9;20.09.2020 17:06;20.09.2020 17:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;29,65
ORDER LINE;Monechelle;M200923624121;20.09.2020 15:10;1-300056079;MOB-RTV-120-SonomaMixWhite;79,95;0;0;79,95;;MOB;shipped;24,99;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;11,99;0;261,9;20.09.2020 17:06;20.09.2020 17:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;29,65
ORDER LINE;Monechelle;M200923624121;20.09.2020 15:10;1-300056079;MOB-R-140-S3-SonomaMixWhite;181,95;0;0;181,95;;MOB;shipped;58,78;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;27,29;0;261,9;20.09.2020 17:06;20.09.2020 17:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;65,56
ORDER LINE;Monechelle;M200923624121;20.09.2020 15:10;1-300056079;MOB-R-140-S3-SonomaMixWhite;181,95;0;0;181,95;;MOB;shipped;58,78;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;27,29;0;261,9;20.09.2020 17:06;20.09.2020 17:10;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;65,56
ORDER LINE;Monechelle;M200923627911;20.09.2020 17:02;1-300056100;MOB-J-4-WhiteEben-1;129,95;0;0;129,95;;MOB;shipped;46,36;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;19,49;0;129,95;20.09.2020 19:21;20.09.2020 19:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;42,44
ORDER LINE;Monechelle;M200923627911;20.09.2020 17:02;1-300056100;MOB-J-4-WhiteEben-1;129,95;0;0;129,95;;MOB;shipped;46,36;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;19,49;0;129,95;20.09.2020 19:21;20.09.2020 19:30;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;42,44
ORDER LINE;CDiscount;2009201954CNJA6;20.09.2020 17:54;1-300056114;MOB-L-30-Wenge;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;30.09.2020 00:01;0000-00-00 00:00:00;DPD;0;0;11,98;79,9;20.09.2020 21:44;20.09.2020 21:45;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;8;3;23;29,54
ORDER LINE;CDiscount;2009201954CNJA6;20.09.2020 17:54;1-300056114;MOB-L-30-Wenge;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;30.09.2020 00:01;0000-00-00 00:00:00;DPD;0;0;11,98;79,9;20.09.2020 21:44;20.09.2020 21:45;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;8;3;23;29,54
ORDER LINE;Monechelle;M200923633191;20.09.2020 20:01;1-300056120;MOB-R-120-S8-Wenge-Zebrano-1;249,95;0;0;249,95;;MOB;awaiting_fulfillment;60,19;0;47,85;0000-00-00 00:00:00;0000-00-00 00:00:00;DPD;0;37,49;0;229,95;20.09.2020 21:44;20.09.2020 21:45;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting Protocol;0;12;11;0;23;62,76
ORDER LINE;Monechelle;M200923633191;20.09.2020 20:01;1-300056120;MOB-R-120-S8-Wenge-Zebrano-1;249,95;0;0;249,95;;MOB;awaiting_fulfillment;60,19;0;47,85;0000-00-00 00:00:00;0000-00-00 00:00:00;DPD;0;37,49;0;229,95;20.09.2020 21:44;20.09.2020 21:45;25.09.2020 00:00;6.10.2020 00:00;;No;Awaiting Protocol;0;12;11;0;23;62,76
ORDER LINE;CDiscount;2009202202CDM9I;20.09.2020 20:02;1-300056131;MOB-R-140-S4-SonomaMixWhite-Gloss-2;239,95;0;19,95;259,9;;MOB;shipped;88,82;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;38,98;259,9;20.09.2020 22:54;20.09.2020 23:00;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;0;0;12;88,78
ORDER LINE;CDiscount;2009202202CDM9I;20.09.2020 20:02;1-300056131;MOB-R-140-S4-SonomaMixWhite-Gloss-2;239,95;0;19,95;259,9;;MOB;shipped;88,82;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;38,98;259,9;20.09.2020 22:54;20.09.2020 23:00;2.10.2020 00:00;13.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;0;0;12;88,78
ORDER LINE;conforama;4896846601-A;20.09.2020 18:00;1-300056138;MOB-RTV-120-WengeMixSonoma;69,95;0;9,95;79,9;;MOB;shipped;24,99;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;11,89;0;79,9;21.09.2020 00:02;21.09.2020 00:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;29,7
ORDER LINE;conforama;4896846601-A;20.09.2020 18:00;1-300056138;MOB-RTV-120-WengeMixSonoma;69,95;0;9,95;79,9;;MOB;shipped;24,99;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;11,89;0;79,9;21.09.2020 00:02;21.09.2020 00:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;29,7
ORDER LINE;conforama;4896857901-A;20.09.2020 18:15;1-300056139;MOB-N-10-White;79,95;0;9,95;89,9;;MOB;shipped;30,62;0;0;29.09.2020 00:01;1.10.2020 15:36;DPD;0;13,59;0;89,9;21.09.2020 00:02;21.09.2020 00:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;12;7;2;21;30,71
ORDER LINE;conforama;4896857901-A;20.09.2020 18:15;1-300056139;MOB-N-10-White;79,95;0;9,95;89,9;;MOB;shipped;30,62;0;0;29.09.2020 00:01;1.10.2020 15:36;DPD;0;13,59;0;89,9;21.09.2020 00:02;21.09.2020 00:10;2.10.2020 00:00;13.10.2020 00:00;;No;Awaiting shipment;0;12;7;2;21;30,71
ORDER LINE;conforama;4897123301-A;21.09.2020 05:37;1-300056150;MOB-N4L-White;149,95;0;19,95;169,9;;MOB;shipped;51;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;25,49;0;169,9;21.09.2020 10:52;21.09.2020 11:00;5.10.2020 00:00;14.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;65,09
ORDER LINE;conforama;4897123301-A;21.09.2020 05:37;1-300056150;MOB-N4L-White;149,95;0;19,95;169,9;;MOB;shipped;51;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;25,49;0;169,9;21.09.2020 10:52;21.09.2020 11:00;5.10.2020 00:00;14.10.2020 00:00;;No;Awaiting shipment;0;12;0;0;12;65,09
ORDER LINE;CDiscount;2009211016BVKDT;21.09.2020 08:16;1-300056157;MOB-L-30-Sonoma;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;29.09.2020 15:27;0000-00-00 00:00:00;DPD;1,75;0;13,73;81,65;21.09.2020 12:05;21.09.2020 12:10;5.10.2020 00:00;14.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;7;3;22;26,34
ORDER LINE;CDiscount;2009211016BVKDT;21.09.2020 08:16;1-300056157;MOB-L-30-Sonoma;69,95;0;9,95;79,9;;MOB;shipped;25,06;0;0;29.09.2020 15:27;0000-00-00 00:00:00;DPD;1,75;0;13,73;81,65;21.09.2020 12:05;21.09.2020 12:10;5.10.2020 00:00;14.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;12;7;3;22;26,34
